arrival_index,comparison_base,comparison_+size,comparison_+censored,model_v8
130,87.01133728027344,76.39948651194572,76.39537751674652,24.877719581127167
131,88.46982195973396,91.29882603883743,76.93901285529137,24.968042969703674
132,86.0588364303112,83.36222171783447,71.56794518232346,25.22747963666916
133,88.81304040551186,69.4071315228939,75.05424693226814,28.05206924676895
134,93.51526200771332,89.08898383378983,69.90577280521393,25.333479046821594
135,91.50302410125732,81.54560998082161,99.83266890048981,25.578688830137253
136,90.23820236325264,86.03621646761894,89.46243301033974,25.479018688201904
137,91.68631210923195,85.34610271453857,71.2258480489254,28.722010552883148
138,90.56048095226288,86.62674948573112,88.86481821537018,25.871973484754562
139,104.18063402175903,80.99646493792534,75.32210648059845,26.14043653011322
140,91.63317456841469,80.88584244251251,75.94393938779831,26.126544922590256
141,96.95396944880486,79.62385937571526,81.32801204919815,28.96936610341072
142,96.99374437332153,79.03420180082321,79.11793887615204,26.193860918283463
143,112.3669296503067,82.2371058166027,74.24642518162727,26.498790830373764
144,91.23088419437408,82.30753615498543,82.5725644826889,26.399068534374237
145,102.753896266222,84.14411917328835,76.63968950510025,29.964491724967957
146,106.34436830878258,88.57612311840057,93.8131995499134,26.625093072652817
147,102.20015421509743,105.38657009601593,102.42974758148193,26.95288136601448
148,98.70195761322975,105.66404461860657,104.86621782183647,26.394151151180267
149,105.23546487092972,99.98345002532005,98.84265810251236,31.542543321847916
150,104.26492616534233,103.65987569093704,109.08236727118492,27.246806770563126
151,107.22189769148827,104.55706715583801,122.79407680034637,26.97223052382469
152,94.15728226304054,99.63654354214668,96.37323021888733,27.34435722231865
153,107.43534192442894,107.42934420704842,104.9552783370018,27.528144419193268
154,102.03469172120094,105.97830638289452,104.04650121927261,28.200838714838028
155,104.52650487422943,110.90826615691185,105.0313413143158,27.16107666492462
156,106.47398978471756,112.75378242135048,110.22941768169403,30.575692653656006
157,105.28279095888138,110.46549305319786,110.10289564728737,30.54310381412506
158,102.9038168489933,113.98622393608093,107.25070163607597,28.327882289886475
159,113.31724748015404,118.79748106002808,115.48041552305222,31.043238937854767
160,105.93139752745628,129.93330880999565,111.23080551624298,28.21880951523781
161,107.4305959045887,111.3324724137783,106.47134110331535,28.60342338681221
162,100.0664234161377,115.7461404800415,107.7335961163044,28.57525646686554
163,111.27668991684914,119.15971338748932,108.75142738223076,31.348999589681625
164,107.20724985003471,116.4555773139,99.04458746314049,28.755396604537964
165,109.21263694763184,125.87102875113487,128.1934604048729,28.95793691277504
166,105.02737388014793,113.00039663910866,108.85689407587051,31.734876334667206
167,120.2646978199482,112.01495304703712,122.95032292604446,32.39624574780464
168,118.63427236676216,115.88087305426598,133.02624225616455,32.71442651748657
169,131.75231218338013,129.26321849226952,120.64117565751076,26.196248829364777
170,120.05063891410828,131.54616951942444,123.17633256316185,31.305857002735138
171,109.73528400063515,114.1480803489685,112.44937404990196,26.91463753581047
172,125.56057795882225,135.05521044135094,133.74342769384384,26.429936289787292
173,130.52000477910042,127.26181000471115,129.86193224787712,26.328448206186295
174,126.72661989927292,148.20237457752228,142.71080121397972,29.86190840601921
175,124.3123821914196,124.01511147618294,127.39153951406479,26.926536113023758
176,121.71856686472893,123.8022968173027,131.72833248972893,26.721220463514328
177,127.16779857873917,134.29932668805122,126.93112343549728,27.070805430412292
178,122.56618961691856,150.38074553012848,139.05751332640648,27.50321477651596
179,128.35123017430305,147.36251160502434,141.79925248026848,27.507640421390533
180,126.71909481287003,131.41683489084244,131.57601282000542,27.68109366297722
181,127.08485499024391,140.82461595535278,145.24035528302193,31.753428280353546
182,137.9632167518139,127.37547978758812,149.52628314495087,28.32457795739174
183,133.79057869315147,148.90231564641,145.95098048448563,27.699053287506104
184,136.90730929374695,141.2082090973854,146.08536288142204,27.650125324726105
185,139.14266601204872,142.2596536576748,136.7129497230053,31.10853210091591
186,133.39311257004738,136.93130761384964,153.13290804624557,25.40649101138115
187,138.5170929133892,150.32176300883293,139.74563404917717,65.88148325681686
188,146.27680554986,146.6297283768654,143.34560558199883,34.155942499637604
189,138.4071744978428,148.82870018482208,207.19443634152412,33.01398456096649
190,152.4060107767582,165.64255207777023,203.54989543557167,34.757789224386215
191,149.97602254152298,141.3588598370552,150.1724272966385,31.822942197322845
192,149.04210343956947,150.8958674967289,160.54560616612434,31.604308634996414
193,142.49417185783386,146.64021506905556,147.41217717528343,38.28845918178558
194,146.11927792429924,156.75663575530052,158.55474025011063,32.5978584587574
195,164.35349732637405,152.97871083021164,161.64987534284592,32.51860290765762
196,164.69776257872581,165.5447743833065,154.95214611291885,31.869560480117798
197,162.93607652187347,154.89938110113144,166.90387949347496,45.50277441740036
198,151.6083925962448,163.30916434526443,161.74469515681267,34.382786601781845
199,156.0906171798706,159.1157652437687,158.8115096092224,49.73490163683891
200,149.69099685549736,144.48624849319458,150.41976422071457,31.033337116241455
201,160.6372445821762,167.8588092327118,172.3349578678608,29.48503941297531
202,147.56249636411667,152.6387706398964,153.21599692106247,33.627934753894806
203,160.64786165952682,156.5859131515026,163.95698860287666,38.11265155673027
204,174.53968152403831,159.55163165926933,173.36752638220787,29.72317859530449
205,163.7357622385025,165.1759333908558,150.80928429961205,30.557263642549515
206,170.11087387800217,158.2191176712513,173.71070757508278,33.62109512090683
207,160.84764152765274,173.21988567709923,158.84584560990334,34.03230011463165
208,161.89127787947655,171.9338446855545,162.3259298503399,30.643422156572342
209,171.68957367539406,178.2343126833439,179.35418337583542,30.85252270102501
210,168.39249804615974,170.66136375069618,194.9414387345314,32.714713364839554
211,160.6467328965664,171.17662355303764,184.96936187148094,31.23696520924568
212,188.2617399096489,182.31654912233353,182.89199844002724,29.65254709124565
213,184.89711359143257,181.62817135453224,166.81259870529175,33.633336424827576
214,168.78951713442802,172.80563339591026,243.35060641169548,30.5018350481987
215,179.08551916480064,185.5706311762333,181.76497519016266,33.56828913092613
216,159.7529761493206,165.22419452667236,163.11296820640564,43.75829920172691
217,173.93795400857925,174.02706295251846,181.28544464707375,35.331666469573975
218,169.6586050093174,178.37169766426086,175.21841078996658,36.13704815506935
219,193.50874051451683,184.97078120708466,177.57631465792656,31.151030212640762
220,189.6810382604599,181.94156885147095,170.4178750514984,30.349012464284897
221,199.0543194115162,186.85270100831985,191.33004546165466,38.11388835310936
222,174.61689189076424,182.99435824155807,196.05004787445068,34.38149392604828
223,207.73496106266975,197.92849943041801,194.70040500164032,32.23385289311409
224,189.43675979971886,187.36616894602776,193.78433749079704,31.8894162774086
225,183.5709996521473,190.90848416090012,190.58899581432343,34.22932326793671
226,194.59137693047523,194.55648213624954,192.3525519669056,32.21925348043442
227,234.2882938683033,193.56075674295425,213.4210355579853,32.07475692033768
228,192.17094779014587,174.66948553919792,204.57374304533005,36.73156723380089
229,212.38038316369057,185.79605221748352,203.98275181651115,32.22735971212387
230,199.10884648561478,194.50048729777336,210.1925015449524,32.030411064624786
231,201.66729390621185,195.44009864330292,200.7620520889759,37.24551945924759
232,174.86725002527237,179.1384518146515,196.7889592051506,32.7414833009243
233,214.8689404129982,210.5712555348873,208.03344622254372,32.39241614937782
234,197.51332700252533,196.57298922538757,200.1236528158188,34.27915275096893
235,198.44257086515427,215.53663909435272,198.90717044472694,33.23393687605858
236,218.99496018886566,214.62269872426987,207.2070948779583,33.96656736731529
237,209.386195987463,227.97028720378876,231.65157809853554,36.61002591252327
238,210.02677083015442,208.57708528637886,218.3096818625927,32.97650068998337
239,209.66052263975143,193.64994764328003,218.29376742243767,33.70257839560509
240,207.70598202943802,206.9898135960102,222.7478213608265,37.50720992684364
241,203.70808243751526,204.02967557311058,211.00804582238197,32.84486383199692
242,207.16741308569908,218.9725637435913,213.69313821196556,33.48895534873009
243,217.54133701324463,213.63378316164017,201.00558921694756,39.11839798092842
244,234.63242501020432,222.40421921014786,225.69037601351738,176.53844505548477
245,228.61722856760025,220.45613452792168,346.42500430345535,34.23183783888817
246,236.02337762713432,221.85683250427246,772.8365994989872,34.53204035758972
247,226.97799280285835,217.78353303670883,220.3446328639984,36.25992313027382
248,223.26138988137245,230.4844595491886,228.78162190318108,33.851273357868195
249,269.17462050914764,218.19110959768295,221.56530991196632,36.94568946957588
250,257.4377655982971,228.77414152026176,1209.9986150860786,36.18701547384262
251,237.886730581522,217.74020791053772,224.55951943993568,33.88919308781624
252,217.08684787154198,223.10804203152657,203.26629653573036,34.85701605677605
253,255.1436498761177,217.00484678149223,214.38467130064964,36.24285385012627
254,238.15908655524254,232.54401981830597,219.6253351867199,34.436360001564026
255,233.2889772951603,233.78106579184532,220.55510431528091,34.378670156002045
256,227.15364769101143,225.55124014616013,227.4772673845291,40.468618273735046
257,226.9948646426201,225.36704316735268,233.30221697688103,40.590908378362656
258,238.1119728088379,285.35567969083786,232.61773958802223,43.334491550922394
259,232.0127673447132,221.7087373137474,246.5338669717312,37.007030099630356
260,259.1684013605118,227.8764173388481,243.94741281867027,38.82598504424095
261,249.3869736790657,224.29555654525757,238.11005800962448,46.94778472185135
262,248.16983565688133,363.10406029224396,241.64343252778053,45.19848898053169
263,248.00355732440948,252.38507986068726,263.3717395365238,38.88194262981415
264,258.1394426524639,242.54290387034416,232.56395757198334,43.57586055994034
265,262.1116414666176,232.83671960234642,240.45339599251747,41.34877398610115
266,256.119791418314,239.6765537559986,251.6266405582428,48.89988154172897
267,268.8317224383354,274.0200087428093,271.88703045248985,39.81474041938782
268,255.8004856109619,267.1840079128742,273.056048899889,40.93531891703606
269,268.9060904085636,283.23424980044365,266.3573771715164,41.08894616365433
270,267.85898953676224,276.3575501739979,254.37046587467194,38.63821551203728
271,261.173851788044,275.81025287508965,248.04465472698212,41.064660996198654
272,263.5107487440109,322.92650267481804,260.3974677622318,36.89390793442726
273,257.977981120348,302.7545437216759,272.2996659576893,37.00153902173042
274,271.37285470962524,293.8413880765438,268.033642321825,39.550065994262695
275,268.81667599081993,288.5555401444435,260.63231006264687,36.99643164873123
276,285.17481684684753,300.9737618267536,275.372214615345,37.48389706015587
277,282.6857380568981,290.12351855635643,278.81715446710587,41.22000187635422
278,284.6006155014038,292.4623191356659,284.79722142219543,42.215052992105484
279,276.20265632867813,269.17344331741333,276.3410098850727,42.410217225551605
280,272.6631425321102,284.67705845832825,279.5252799987793,37.66842558979988
281,284.3329682946205,292.64625161886215,280.0334244966507,35.86702048778534
282,275.79517289996147,305.10009452700615,320.60348987579346,40.066733956336975
283,289.29946199059486,308.40062722563744,317.3419423401356,35.47588735818863
284,277.9683955013752,291.5548197925091,315.9296587109566,35.915806889534
285,284.39391404390335,292.02501475811005,296.0216552019119,38.77846524119377
286,293.7663197517395,304.2994514107704,308.3568625152111,36.111559718847275
287,289.1797907650471,285.2574698626995,287.7454049885273,35.902805626392365
288,271.66643738746643,291.59295186400414,302.49621719121933,36.257751286029816
289,295.7639545202255,314.54163789749146,293.2618521153927,35.38485988974571
290,302.40505188703537,312.61565536260605,305.3247928619385,38.87541592121124
291,303.80698665976524,316.8952763080597,302.75268852710724,36.97722777724266
292,315.54948911070824,321.5560019016266,324.81440529227257,35.80514341592789
293,273.3312323689461,301.6376569867134,283.8023714721203,39.68511521816254
294,316.69481843709946,323.55689629912376,327.83371955156326,37.31290251016617
295,321.31629064679146,316.9715479016304,320.0104720890522,35.900961607694626
296,326.7085701227188,334.5034271478653,343.7814563512802,42.23782941699028
297,315.24279341101646,332.1862258017063,334.21535417437553,38.13519328832626
