cluster_id,hour,template,count
157,12,009,68
157,12,012,8
157,12,020,5
157,12,022,4
157,12,028,79
157,12,041,4
157,12,042,1
157,12,043,4
157,12,051,3
157,12,052,5
157,12,055,10
157,12,082,1
157,12,086,6
157,12,093,2
157,12,098,3
157,13,009,36
157,13,012,1
157,13,028,10
157,13,041,4
157,13,043,1
157,13,052,1
157,13,055,1
157,13,086,1
157,13,098,2
157,14,009,38
157,14,012,1
157,14,020,2
157,14,022,2
157,14,028,36
157,14,041,4
157,14,043,1
157,14,052,2
157,14,055,2
157,14,081,1
157,14,082,1
157,14,084,1
157,14,093,1
157,14,098,1
157,15,009,27
157,15,012,3
157,15,022,1
157,15,028,31
157,15,041,7
157,15,043,3
157,15,052,3
157,15,098,3
157,16,003,1
157,16,009,55
157,16,012,6
157,16,020,8
157,16,022,5
157,16,028,100
157,16,041,13
157,16,042,2
157,16,043,5
157,16,044,2
157,16,052,5
157,16,055,2
157,16,062,2
157,16,082,2
157,16,098,7
157,17,009,30
157,17,012,6
157,17,022,3
157,17,028,57
157,17,041,15
157,17,043,6
157,17,052,6
157,17,093,1
157,17,098,6
157,18,009,25
157,18,012,3
157,18,022,1
157,18,028,20
157,18,031,4
157,18,033,1
157,18,041,9
157,18,043,3
157,18,052,3
157,18,055,1
157,18,060,1
157,18,080,1
157,18,085,1
157,18,086,1
157,18,088,2
157,18,098,4
157,19,009,12
157,19,028,2
157,20,003,1
157,20,009,43
157,20,020,5
157,20,022,3
157,20,028,27
157,20,037,1
157,20,041,6
157,20,042,1
157,20,052,5
157,20,055,8
157,20,082,3
157,20,093,3
157,21,009,11
157,21,028,5
157,22,003,2
157,22,009,21
157,22,020,1
157,22,022,1
157,22,028,16
157,22,042,1
157,22,086,2
157,22,097,1
157,23,009,4
157,23,031,4
157,23,033,2
157,23,080,1
157,23,085,1
157,23,088,2
159,4,009,5
159,4,028,1
159,5,009,6
159,5,028,2
159,6,009,1
159,6,022,1
159,6,028,4
159,6,038,1
159,7,009,11
159,7,028,14
159,7,095,1
159,8,009,5
159,8,028,7
159,9,009,4
159,9,028,2
159,10,009,4
159,10,028,1
159,11,009,3
159,11,028,4
159,12,009,3
159,12,069,1
159,13,009,3
159,13,028,9
159,13,069,2
159,20,006,1
159,20,009,1
184,0,009,5
184,0,015,29
184,0,023,1
184,0,028,1
184,0,037,30
184,0,063,30
184,0,096,31
184,1,009,2
184,1,021,31
184,1,028,2
184,1,082,60
184,1,083,1
184,1,089,29
184,2,009,3
184,2,028,1
184,2,082,90
184,2,083,1
184,2,089,2
184,2,096,28
184,3,009,2
184,3,015,28
184,3,028,2
184,3,037,31
184,3,053,31
184,3,082,30
184,3,083,1
184,4,009,3
184,4,015,31
184,4,028,1
184,4,063,30
184,4,067,30
184,4,083,1
184,4,097,29
184,5,009,3
184,5,023,1
184,5,028,1
184,5,051,29
184,5,053,60
184,5,063,31
184,6,009,4
184,6,021,30
184,6,023,1
184,6,037,31
184,6,082,29
184,6,096,30
184,7,009,4
184,7,023,1
184,7,036,90
184,7,053,29
184,7,082,1
184,8,009,4
184,8,036,31
184,8,044,29
184,8,063,30
184,8,082,30
184,8,083,1
184,9,009,3
184,9,028,1
184,9,037,60
184,9,044,29
184,9,082,31
184,9,083,1
184,10,009,3
184,10,028,1
184,10,037,90
184,10,083,1
184,10,097,30
184,11,009,3
184,11,028,1
184,11,036,32
184,11,044,30
184,11,051,57
184,11,083,1
184,11,097,1
184,12,009,3
184,12,021,30
184,12,023,1
184,12,028,1
184,12,051,30
184,12,063,30
184,12,096,30
184,13,009,2
184,13,028,2
184,13,036,30
184,13,044,29
184,13,051,29
184,13,063,1
184,13,083,1
184,13,089,31
184,14,009,3
184,14,021,29
184,14,028,1
184,14,037,29
184,14,063,30
184,14,082,32
184,14,083,1
184,15,009,7
184,15,015,31
184,15,028,2
184,15,037,1
184,15,083,1
184,15,089,30
184,15,096,60
184,16,009,4
184,16,015,1
184,16,023,1
184,16,044,30
184,16,067,29
184,16,082,60
184,17,009,4
184,17,023,1
184,17,044,30
184,17,067,29
184,17,089,30
184,17,096,31
184,18,009,3
184,18,023,1
184,18,028,2
184,18,044,30
184,18,067,1
184,18,089,31
184,18,094,1
184,18,096,58
184,19,009,3
184,19,023,1
184,19,028,1
184,19,029,1
184,19,044,31
184,19,082,30
184,19,096,59
184,20,005,1
184,20,009,10
184,20,028,15
184,20,037,32
184,20,053,29
184,20,063,29
184,20,083,1
184,20,094,1
184,20,096,30
184,21,009,3
184,21,021,59
184,21,023,1
184,21,028,1
184,21,063,61
184,22,009,3
184,22,021,29
184,22,028,1
184,22,053,30
184,22,063,30
184,22,083,1
184,22,097,31
184,23,009,3
184,23,023,1
184,23,028,1
184,23,037,59
184,23,044,31
184,23,089,30
