,predicted_latency_s
cluster_8_5082709#b785e794-b82f-411d-bb93-65efffaa7896,2880.519287109375
cluster_8_4674113#d7f38d01-97a7-4348-8a94-321b91dba083,1023.6758422851562
cluster_4_5443552#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,1880.1903076171875
cluster_4_5444070#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2418.75341796875
cluster_4_5445168#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3208.12353515625
cluster_4_5445341#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3173.037841796875
cluster_4_5444168#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,1838.4959716796875
cluster_4_5446543#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3324.398681640625
cluster_16_13001731#bc206036-281c-4fec-add9-79f33586b869,1954.8145751953125
cluster_8_5082753#b785e794-b82f-411d-bb93-65efffaa7896,2529.89404296875
cluster_16_13003783#bc206036-281c-4fec-add9-79f33586b869,2220.30859375
cluster_16_12190064#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,1344.292724609375
cluster_8_5081343#b785e794-b82f-411d-bb93-65efffaa7896,1085.0478515625
cluster_4_5446012#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3131.4892578125
cluster_16_12999951#bc206036-281c-4fec-add9-79f33586b869,1489.4935302734375
cluster_4_5444250#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,1974.16943359375
cluster_4_5445044#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2971.1181640625
cluster_16_13001721#bc206036-281c-4fec-add9-79f33586b869,1851.536865234375
cluster_16_13003053#bc206036-281c-4fec-add9-79f33586b869,2083.486572265625
cluster_16_13003272#bc206036-281c-4fec-add9-79f33586b869,2851.585205078125
cluster_16_13002536#bc206036-281c-4fec-add9-79f33586b869,1662.8961181640625
cluster_8_5081627#b785e794-b82f-411d-bb93-65efffaa7896,1308.891845703125
cluster_8_5081877#b785e794-b82f-411d-bb93-65efffaa7896,1354.692138671875
cluster_16_13000868#bc206036-281c-4fec-add9-79f33586b869,1189.2822265625
cluster_16_13000731#bc206036-281c-4fec-add9-79f33586b869,1094.9537353515625
cluster_16_13002557#bc206036-281c-4fec-add9-79f33586b869,1929.232421875
cluster_16_13003088#bc206036-281c-4fec-add9-79f33586b869,2210.139404296875
cluster_4_5444079#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2545.077880859375
cluster_8_5081857#b785e794-b82f-411d-bb93-65efffaa7896,1289.814697265625
cluster_8_5082799#b785e794-b82f-411d-bb93-65efffaa7896,2567.519775390625
cluster_4_6252039#2a6dd82d-716d-43fa-8244-01f1e609eb17,3377.739013671875
cluster_16_12188015#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,764.5029907226562
cluster_16_13003613#bc206036-281c-4fec-add9-79f33586b869,2408.47802734375
cluster_8_5080851#b785e794-b82f-411d-bb93-65efffaa7896,999.5767822265625
cluster_16_13003846#bc206036-281c-4fec-add9-79f33586b869,2288.072509765625
cluster_4_5443519#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,1034.1214599609375
cluster_8_5082804#b785e794-b82f-411d-bb93-65efffaa7896,2621.193603515625
cluster_16_13000531#bc206036-281c-4fec-add9-79f33586b869,955.4036865234375
cluster_8_4673995#d7f38d01-97a7-4348-8a94-321b91dba083,979.6011962890625
cluster_8_4674673#d7f38d01-97a7-4348-8a94-321b91dba083,1035.7110595703125
cluster_4_6252826#2a6dd82d-716d-43fa-8244-01f1e609eb17,3372.4892578125
cluster_8_5082643#b785e794-b82f-411d-bb93-65efffaa7896,1870.41748046875
cluster_4_6256092#2a6dd82d-716d-43fa-8244-01f1e609eb17,3387.607421875
cluster_16_13001651#bc206036-281c-4fec-add9-79f33586b869,1904.944091796875
cluster_8_5081618#b785e794-b82f-411d-bb93-65efffaa7896,1088.29833984375
cluster_8_5082658#b785e794-b82f-411d-bb93-65efffaa7896,2015.10693359375
cluster_16_13002368#bc206036-281c-4fec-add9-79f33586b869,1854.4296875
cluster_4_5444271#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2353.3330078125
cluster_4_5444312#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,1900.0679931640625
cluster_16_12189976#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,1478.3328857421875
cluster_4_6256205#2a6dd82d-716d-43fa-8244-01f1e609eb17,3412.334228515625
cluster_4_6249405#2a6dd82d-716d-43fa-8244-01f1e609eb17,2047.5147705078125
cluster_4_5446115#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3156.6005859375
cluster_8_5082245#b785e794-b82f-411d-bb93-65efffaa7896,2227.831787109375
cluster_4_6257063#2a6dd82d-716d-43fa-8244-01f1e609eb17,3219.783203125
cluster_4_5443968#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,1756.732666015625
cluster_8_5079901#b785e794-b82f-411d-bb93-65efffaa7896,796.859130859375
cluster_4_5447003#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3338.78515625
cluster_4_6250366#2a6dd82d-716d-43fa-8244-01f1e609eb17,3064.802978515625
cluster_8_5082038#b785e794-b82f-411d-bb93-65efffaa7896,1358.3531494140625
cluster_4_5446667#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3139.532958984375
cluster_4_6250480#2a6dd82d-716d-43fa-8244-01f1e609eb17,2740.1650390625
cluster_4_5447745#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3227.825927734375
cluster_4_6250012#2a6dd82d-716d-43fa-8244-01f1e609eb17,2441.2158203125
cluster_4_5446994#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3347.4892578125
cluster_4_6250473#2a6dd82d-716d-43fa-8244-01f1e609eb17,2829.885009765625
cluster_4_5446344#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3057.417236328125
cluster_4_5444015#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,1684.54736328125
cluster_4_6249903#2a6dd82d-716d-43fa-8244-01f1e609eb17,2791.91650390625
cluster_16_12187890#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,573.7196655273438
cluster_8_5080294#b785e794-b82f-411d-bb93-65efffaa7896,804.8352661132812
cluster_4_5445768#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3017.247314453125
cluster_4_6251737#2a6dd82d-716d-43fa-8244-01f1e609eb17,2856.552490234375
cluster_4_5445747#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3074.7392578125
cluster_4_6250109#2a6dd82d-716d-43fa-8244-01f1e609eb17,2700.91845703125
cluster_4_5444045#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2000.2872314453125
cluster_16_13000835#bc206036-281c-4fec-add9-79f33586b869,1043.312744140625
cluster_4_6256568#2a6dd82d-716d-43fa-8244-01f1e609eb17,3350.2646484375
cluster_4_6256549#2a6dd82d-716d-43fa-8244-01f1e609eb17,3268.47314453125
cluster_16_13003574#bc206036-281c-4fec-add9-79f33586b869,2431.3505859375
cluster_4_5443935#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,1218.587646484375
cluster_8_5082985#b785e794-b82f-411d-bb93-65efffaa7896,2711.13525390625
cluster_8_5082326#b785e794-b82f-411d-bb93-65efffaa7896,2380.839599609375
cluster_4_5445869#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2949.8134765625
cluster_4_6250423#2a6dd82d-716d-43fa-8244-01f1e609eb17,2997.31494140625
cluster_4_6251309#2a6dd82d-716d-43fa-8244-01f1e609eb17,3248.637451171875
cluster_16_12190228#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,1297.93896484375
cluster_16_13002666#bc206036-281c-4fec-add9-79f33586b869,1611.4422607421875
cluster_4_6254659#2a6dd82d-716d-43fa-8244-01f1e609eb17,3426.5
cluster_4_6251936#2a6dd82d-716d-43fa-8244-01f1e609eb17,2391.3173828125
cluster_4_5443387#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,1182.0257568359375
cluster_16_12190419#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,1266.1630859375
cluster_4_5443869#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,1115.616943359375
cluster_4_6255763#2a6dd82d-716d-43fa-8244-01f1e609eb17,3369.3388671875
cluster_4_6257142#2a6dd82d-716d-43fa-8244-01f1e609eb17,3271.990966796875
cluster_4_5444705#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2168.23388671875
cluster_4_6250085#2a6dd82d-716d-43fa-8244-01f1e609eb17,3334.235107421875
cluster_4_6252372#2a6dd82d-716d-43fa-8244-01f1e609eb17,2182.752685546875
cluster_8_5083015#b785e794-b82f-411d-bb93-65efffaa7896,2243.004150390625
cluster_16_13003568#bc206036-281c-4fec-add9-79f33586b869,2053.240234375
cluster_4_5443269#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,950.9291381835938
cluster_4_6252853#2a6dd82d-716d-43fa-8244-01f1e609eb17,3189.937744140625
cluster_4_6250522#2a6dd82d-716d-43fa-8244-01f1e609eb17,2536.216064453125
cluster_4_6255573#2a6dd82d-716d-43fa-8244-01f1e609eb17,3185.010009765625
cluster_4_6251911#2a6dd82d-716d-43fa-8244-01f1e609eb17,3240.205810546875
cluster_16_13001230#bc206036-281c-4fec-add9-79f33586b869,1217.3179931640625
cluster_4_5443930#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,1055.469482421875
cluster_4_6252777#2a6dd82d-716d-43fa-8244-01f1e609eb17,3135.535400390625
cluster_8_5083025#b785e794-b82f-411d-bb93-65efffaa7896,2591.509521484375
cluster_4_6255511#2a6dd82d-716d-43fa-8244-01f1e609eb17,3370.18408203125
cluster_4_5447921#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3318.244384765625
cluster_4_6256142#2a6dd82d-716d-43fa-8244-01f1e609eb17,3376.879150390625
cluster_8_5080898#b785e794-b82f-411d-bb93-65efffaa7896,1082.6328125
cluster_8_5081085#b785e794-b82f-411d-bb93-65efffaa7896,856.1047973632812
cluster_4_6249823#2a6dd82d-716d-43fa-8244-01f1e609eb17,2177.819580078125
cluster_4_6252512#2a6dd82d-716d-43fa-8244-01f1e609eb17,2086.89111328125
cluster_16_12187603#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,698.8046875
cluster_4_6249543#2a6dd82d-716d-43fa-8244-01f1e609eb17,3023.590087890625
cluster_4_5443829#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,929.122802734375
cluster_16_13002918#bc206036-281c-4fec-add9-79f33586b869,1688.7528076171875
cluster_16_13001697#bc206036-281c-4fec-add9-79f33586b869,1529.9417724609375
cluster_4_6249708#2a6dd82d-716d-43fa-8244-01f1e609eb17,2225.085205078125
cluster_4_5443954#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,1563.8284912109375
cluster_4_5445014#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2453.890380859375
cluster_16_13003058#bc206036-281c-4fec-add9-79f33586b869,2003.2510986328125
cluster_4_6254891#2a6dd82d-716d-43fa-8244-01f1e609eb17,3433.015625
cluster_4_5445102#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2591.930908203125
cluster_16_13004137#bc206036-281c-4fec-add9-79f33586b869,2165.92236328125
cluster_4_5445958#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3209.191650390625
cluster_4_6254639#2a6dd82d-716d-43fa-8244-01f1e609eb17,3382.903564453125
cluster_4_5443354#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,907.598388671875
cluster_4_6250813#2a6dd82d-716d-43fa-8244-01f1e609eb17,2938.69140625
cluster_8_5081111#b785e794-b82f-411d-bb93-65efffaa7896,825.7734985351562
cluster_4_5443826#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,755.0178833007812
cluster_4_6250195#2a6dd82d-716d-43fa-8244-01f1e609eb17,3050.875244140625
cluster_4_6254201#2a6dd82d-716d-43fa-8244-01f1e609eb17,3432.22021484375
cluster_4_6250810#2a6dd82d-716d-43fa-8244-01f1e609eb17,2754.036865234375
cluster_4_6257454#2a6dd82d-716d-43fa-8244-01f1e609eb17,3281.462646484375
cluster_4_6249686#2a6dd82d-716d-43fa-8244-01f1e609eb17,2200.43359375
cluster_4_6255750#2a6dd82d-716d-43fa-8244-01f1e609eb17,3046.653564453125
cluster_16_13003021#bc206036-281c-4fec-add9-79f33586b869,1387.020751953125
cluster_4_6249268#2a6dd82d-716d-43fa-8244-01f1e609eb17,2399.8388671875
cluster_4_5448023#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2835.780029296875
cluster_4_6256336#2a6dd82d-716d-43fa-8244-01f1e609eb17,3302.3427734375
cluster_8_5082085#b785e794-b82f-411d-bb93-65efffaa7896,1064.142822265625
cluster_4_5446367#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2681.689453125
cluster_8_5083103#b785e794-b82f-411d-bb93-65efffaa7896,2840.99072265625
cluster_16_12187576#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,650.8856201171875
cluster_4_6253292#2a6dd82d-716d-43fa-8244-01f1e609eb17,3300.76220703125
cluster_8_6095914#17d3f7e6-fa5e-425f-b62f-d49373a69159,2804.88916015625
cluster_8_4674082#d7f38d01-97a7-4348-8a94-321b91dba083,769.9511108398438
cluster_4_6256768#2a6dd82d-716d-43fa-8244-01f1e609eb17,3199.91015625
cluster_4_6252739#2a6dd82d-716d-43fa-8244-01f1e609eb17,3058.5048828125
cluster_4_5448075#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2328.2041015625
cluster_16_13001894#bc206036-281c-4fec-add9-79f33586b869,1461.484619140625
cluster_4_6256268#2a6dd82d-716d-43fa-8244-01f1e609eb17,3383.593994140625
cluster_4_6256684#2a6dd82d-716d-43fa-8244-01f1e609eb17,3256.879638671875
cluster_4_5443936#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,806.8325805664062
cluster_8_5082362#b785e794-b82f-411d-bb93-65efffaa7896,1820.3489990234375
cluster_4_6253392#2a6dd82d-716d-43fa-8244-01f1e609eb17,3369.203857421875
cluster_4_6256067#2a6dd82d-716d-43fa-8244-01f1e609eb17,3007.91015625
cluster_16_12187924#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,769.6828002929688
cluster_4_5446946#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3307.1142578125
cluster_16_13001756#bc206036-281c-4fec-add9-79f33586b869,1212.1600341796875
cluster_4_5446771#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3158.142333984375
cluster_4_6256284#2a6dd82d-716d-43fa-8244-01f1e609eb17,3345.427490234375
cluster_4_6253563#2a6dd82d-716d-43fa-8244-01f1e609eb17,3199.263427734375
cluster_16_12187411#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,698.9169311523438
cluster_4_5443396#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,858.1376953125
cluster_16_13001908#bc206036-281c-4fec-add9-79f33586b869,1440.56396484375
cluster_8_5080588#b785e794-b82f-411d-bb93-65efffaa7896,823.0418090820312
cluster_8_4675622#d7f38d01-97a7-4348-8a94-321b91dba083,1095.554931640625
cluster_4_6257505#2a6dd82d-716d-43fa-8244-01f1e609eb17,3149.375
cluster_4_6253066#2a6dd82d-716d-43fa-8244-01f1e609eb17,3139.757568359375
cluster_4_5443476#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,723.0721435546875
cluster_16_13001343#bc206036-281c-4fec-add9-79f33586b869,1323.1712646484375
cluster_16_12190598#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,1186.7828369140625
cluster_4_6253219#2a6dd82d-716d-43fa-8244-01f1e609eb17,3321.4990234375
cluster_8_5081025#b785e794-b82f-411d-bb93-65efffaa7896,905.4893188476562
cluster_16_13001598#bc206036-281c-4fec-add9-79f33586b869,1163.8671875
cluster_16_12187584#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,674.119384765625
cluster_4_5446724#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2561.50439453125
cluster_4_6253920#2a6dd82d-716d-43fa-8244-01f1e609eb17,3220.89794921875
cluster_4_6253455#2a6dd82d-716d-43fa-8244-01f1e609eb17,3292.154541015625
cluster_8_5083277#b785e794-b82f-411d-bb93-65efffaa7896,1829.4580078125
cluster_4_6250135#2a6dd82d-716d-43fa-8244-01f1e609eb17,2690.7119140625
cluster_4_5447927#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3148.498046875
cluster_16_13003027#bc206036-281c-4fec-add9-79f33586b869,1427.9847412109375
cluster_4_6255806#2a6dd82d-716d-43fa-8244-01f1e609eb17,3237.20361328125
cluster_4_5446338#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2637.393310546875
cluster_16_12187545#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,651.3156127929688
cluster_4_6249613#2a6dd82d-716d-43fa-8244-01f1e609eb17,2126.728515625
cluster_4_6256702#2a6dd82d-716d-43fa-8244-01f1e609eb17,3255.103271484375
cluster_16_13001935#bc206036-281c-4fec-add9-79f33586b869,1611.85107421875
cluster_4_5448127#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3130.294921875
cluster_4_6253452#2a6dd82d-716d-43fa-8244-01f1e609eb17,3391.51220703125
cluster_16_12187594#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,834.140869140625
cluster_4_6252974#2a6dd82d-716d-43fa-8244-01f1e609eb17,2719.225830078125
cluster_16_12187612#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,682.1931762695312
cluster_8_5080529#b785e794-b82f-411d-bb93-65efffaa7896,911.8921508789062
cluster_4_6256814#2a6dd82d-716d-43fa-8244-01f1e609eb17,3376.5732421875
cluster_16_13004330#bc206036-281c-4fec-add9-79f33586b869,2175.678466796875
cluster_4_6249193#2a6dd82d-716d-43fa-8244-01f1e609eb17,1711.4993896484375
cluster_8_5080162#b785e794-b82f-411d-bb93-65efffaa7896,690.3910522460938
cluster_4_6257245#2a6dd82d-716d-43fa-8244-01f1e609eb17,3014.169921875
cluster_4_6253500#2a6dd82d-716d-43fa-8244-01f1e609eb17,3299.698486328125
cluster_4_5448175#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2960.80224609375
cluster_4_5447081#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,3306.221923828125
cluster_4_5448178#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2630.6259765625
cluster_4_6253735#2a6dd82d-716d-43fa-8244-01f1e609eb17,3447.441650390625
cluster_16_13000292#bc206036-281c-4fec-add9-79f33586b869,1026.1912841796875
cluster_4_6253828#2a6dd82d-716d-43fa-8244-01f1e609eb17,3163.8427734375
cluster_16_12187567#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,628.4676513671875
cluster_16_12190676#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,1148.2017822265625
cluster_4_6253426#2a6dd82d-716d-43fa-8244-01f1e609eb17,3296.804443359375
cluster_4_5443323#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,1009.4717407226562
cluster_16_12187425#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,760.7240600585938
cluster_16_13002464#bc206036-281c-4fec-add9-79f33586b869,1439.07958984375
cluster_4_5446890#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2900.529541015625
cluster_4_6254986#2a6dd82d-716d-43fa-8244-01f1e609eb17,3176.210693359375
cluster_4_6250182#2a6dd82d-716d-43fa-8244-01f1e609eb17,3132.450927734375
cluster_8_5081482#b785e794-b82f-411d-bb93-65efffaa7896,761.7959594726562
cluster_16_12187539#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,507.40380859375
cluster_4_6257777#2a6dd82d-716d-43fa-8244-01f1e609eb17,3270.99267578125
cluster_16_13004372#bc206036-281c-4fec-add9-79f33586b869,2038.7786865234375
cluster_4_6250069#2a6dd82d-716d-43fa-8244-01f1e609eb17,2614.777099609375
cluster_16_12187552#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,554.498046875
cluster_4_5445123#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2402.569580078125
cluster_4_5446859#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,2579.106689453125
cluster_4_5443327#f85b5d4b-041c-4c0e-bfa8-ded90142dd4b,1012.0217895507812
cluster_4_6256327#2a6dd82d-716d-43fa-8244-01f1e609eb17,3153.68798828125
cluster_8_5082428#b785e794-b82f-411d-bb93-65efffaa7896,1515.3958740234375
cluster_4_6249797#2a6dd82d-716d-43fa-8244-01f1e609eb17,2533.9736328125
cluster_16_13002283#bc206036-281c-4fec-add9-79f33586b869,1557.8505859375
cluster_8_5080277#b785e794-b82f-411d-bb93-65efffaa7896,603.47998046875
cluster_4_6253048#2a6dd82d-716d-43fa-8244-01f1e609eb17,2859.637939453125
cluster_8_6096248#17d3f7e6-fa5e-425f-b62f-d49373a69159,2744.794189453125
cluster_8_4676418#d7f38d01-97a7-4348-8a94-321b91dba083,1323.6968994140625
cluster_4_6253056#2a6dd82d-716d-43fa-8244-01f1e609eb17,2616.543212890625
cluster_16_10969000#a7fb2e40-0faf-4956-a6f1-81a6e10c1087,576.7943115234375
cluster_16_13000272#bc206036-281c-4fec-add9-79f33586b869,846.8477172851562
cluster_4_6253705#2a6dd82d-716d-43fa-8244-01f1e609eb17,3090.28125
cluster_16_13004406#bc206036-281c-4fec-add9-79f33586b869,1872.59765625
cluster_16_13004409#bc206036-281c-4fec-add9-79f33586b869,1869.8994140625
cluster_8_6096464#17d3f7e6-fa5e-425f-b62f-d49373a69159,3301.785400390625
cluster_16_12187476#f4b2e01f-9795-4c38-802b-dd59a3de9cf1,585.4217529296875
cluster_4_6254550#2a6dd82d-716d-43fa-8244-01f1e609eb17,2957.655517578125
cluster_4_6256324#2a6dd82d-716d-43fa-8244-01f1e609eb17,2994.914794921875
